"gene_id","GO_ids"
"LOC116208700","GO:0006004; GO:0016021; GO:0016757"
"LOC116189407","GO:0016021; GO:0016301"
"LOC116203428",""
"LOC116208136",""
"LOC116211020","GO:0000981; GO:0003677; GO:0005634; GO:0008289"
"LOC116202905","GO:0000287; GO:0004427; GO:0005737; GO:0006796"
"LOC116193092","GO:0003700; GO:0005634; GO:0043565"
"LOC116202287","GO:0008237; GO:0016021; GO:0031969"
"LOC116209548",""
"LOC116207549","GO:0004672; GO:0005524; GO:0016021"
"LOC116209350",""
"LOC116207582","GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"LOC116207522","GO:0008194"
"LOC116207080","GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037"
"LOC116188029","GO:0006950; GO:0010033; GO:1901700"
"LOC116209289","GO:0016787"
"LOC116193228","GO:0003677; GO:0005634; GO:0046983"
"LOC116208304","GO:0009055"
"LOC116207365",""
"LOC116203004",""
"LOC116203433",""
"LOC116207683","GO:0004674; GO:0005524"
"LOC116192421","GO:0004124; GO:0005739; GO:0006535; GO:0019499; GO:0050017"
"LOC116208726","GO:0016021"
"LOC116206926","GO:0003700"
"LOC116204870","GO:0016616; GO:0051287"
"LOC116202655","GO:0008171; GO:0032259; GO:0046983"
"LOC116207742","GO:0001732; GO:0003743; GO:0016282; GO:0033290; GO:0071541"
"LOC116207899","GO:0005524; GO:0009536"
"LOC116208491","GO:0003677; GO:0003899; GO:0006351"
"LOC116206292","GO:0003677; GO:0006355"
"LOC116209552","GO:0016021"
"LOC116209516",""
"LOC116207725","GO:0016021; GO:0022857"
"LOC116189222",""
"LOC116192547","GO:0009269"
"LOC116206597","GO:0003700; GO:0005634; GO:0043565"
"LOC116204873","GO:0000287; GO:0004427; GO:0005737; GO:0006796; GO:0016021"
"LOC116197617",""
"LOC116207755","GO:0005249; GO:0016021"
"LOC116209373","GO:0005227; GO:0016021"
"LOC116207741","GO:0005524; GO:0009536; GO:0016021; GO:0140359"
"LOC116207432","GO:0003723"
"LOC116203816","GO:0000184; GO:0003729; GO:0004386; GO:0005737; GO:0006397; GO:0006417; GO:0008380; GO:0035145; GO:0051028"
"LOC116208337","GO:0004722"
"LOC116198568","GO:0016491"
"LOC116207637","GO:0004672; GO:0005524"
"LOC116208068","GO:0003735; GO:0005840; GO:0006412"
"LOC116207161",""
"LOC116206933","GO:0005507; GO:0046274; GO:0048046; GO:0052716"
"LOC116209553","GO:0016021"
"LOC116208633","GO:0000049; GO:0008173; GO:0030488"
"LOC116203567",""
"LOC116203525","GO:0005509"
"LOC116188074","GO:0003677; GO:0003824; GO:0006284"
"LOC116206190","GO:0009733"
"LOC116208587",""
"LOC116202600","GO:0004857; GO:0030599; GO:0042545; GO:0045330; GO:0045490"
"LOC116202479","GO:0008171; GO:0032259; GO:0046983"
"LOC116207424",""
"LOC116206274","GO:0000462; GO:0005730; GO:0030686; GO:0030688"
"LOC116203473","GO:0004802; GO:0046872"
"LOC116193229","GO:0016021; GO:0016491; GO:0046872"
"LOC116203221","GO:0004672; GO:0005524; GO:0016021"
"LOC116207362","GO:0005096; GO:0016192"
"LOC116204872","GO:0003677; GO:0006355; GO:0016021"
"LOC116208282","GO:0003983; GO:0006011"
"LOC116205359",""
"LOC116204483","GO:0005576; GO:0008083; GO:0008283; GO:0030154"
"LOC116202814","GO:0004857; GO:0030599; GO:0042545; GO:0045330; GO:0045490"
"LOC116207418","GO:0003676; GO:0005681; GO:0008270"
"LOC116203817",""
"LOC116202238",""
"LOC116206587",""
"LOC116202236","GO:0004725; GO:0006655; GO:0008138; GO:0008962"
"LOC116207648",""
"LOC116202415","GO:0016628"
"LOC116207639","GO:0005509"
"LOC116203706","GO:0000139; GO:0016021; GO:0045489; GO:0047262; GO:0071555"
"LOC116192194","GO:0006355"
"LOC116205537","GO:0008194"
"LOC116209390","GO:0003677; GO:0046872"
"LOC116208461",""
"LOC116192062",""
"LOC116207812",""
"LOC116205691","GO:0000373; GO:0003723; GO:0006397"
"LOC116202976","GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037"
"LOC116202903","GO:0003677; GO:0006355; GO:0016021"
"LOC116203179","GO:0006952; GO:0043531"
"LOC116208629",""
"LOC116202485","GO:0009916; GO:0016021; GO:0046872; GO:0070469; GO:0102721"
"LOC116207948","GO:0002098; GO:0005634; GO:0005737; GO:0033588"
"LOC116203474","GO:0003677; GO:0005524; GO:0006281; GO:0008094"
"LOC116213021","GO:0003680"
"LOC116202290","GO:0009787; GO:0010100; GO:0016021"
"LOC116204126","GO:0004190"
"LOC116209383",""
"LOC116204474","GO:0005737; GO:0008180; GO:0010387"
"LOC116208815",""
"LOC116205184",""
"LOC116202210",""
"LOC116203314","GO:0003700; GO:0005634"
"LOC116203425","GO:0000493; GO:0001522; GO:0003723; GO:0005634; GO:0005732; GO:0042254"
"LOC116208208",""
"LOC116207162","GO:0005886"
"LOC116205163","GO:0003860"
"LOC116206224",""
"LOC116208882",""
"LOC116205727","GO:0016616; GO:0051287"
"LOC116205709","GO:0016616; GO:0051287"
"LOC116205323","GO:0004617; GO:0006564; GO:0009570; GO:0051287"
"LOC116209374","GO:0008270"
"LOC116204735","GO:0016021"
"LOC116207435","GO:0005576; GO:0009664; GO:0016020"
"LOC116208367",""
"LOC116202261","GO:0016021"
"LOC116202336",""
"LOC116204469","GO:0070461"
"LOC116206183","GO:0005737"
"LOC116207911","GO:0051513"
"LOC116207084",""
"LOC116209305","GO:0005737; GO:0008837; GO:0009089"
"LOC116215746","GO:0005516"
"LOC116206857","GO:0003824"
"LOC116204007","GO:0001522; GO:0003723; GO:0009982"
"LOC116207795","GO:0003677; GO:0005634"
"LOC116204460",""
"LOC116204737","GO:0004553; GO:0010411; GO:0016762; GO:0042546; GO:0048046; GO:0071555"
"LOC116214816","GO:0015743; GO:0016021; GO:0034220"
"LOC116207945","GO:0004476; GO:0005975; GO:0008270; GO:0009298"
"LOC116204885","GO:0004061; GO:0019441"
"LOC116205167","GO:0003677; GO:0003700; GO:0005634"
"LOC116213496","GO:0005085"
"LOC116202391","GO:0000818; GO:0007049; GO:0051301"
"LOC116207787",""
"LOC116205731","GO:0005634; GO:0046983"
"LOC116215624","GO:0005634; GO:0008270"
"LOC116203739","GO:0004630; GO:0016042; GO:0070290"
"LOC116207102","GO:0003700; GO:0005634; GO:0043565"
"LOC116204048",""
"LOC116214285","GO:0006629; GO:0016021"
"LOC116206893","GO:0004672; GO:0005524; GO:0005886; GO:0016021; GO:0030246"
"LOC116205356","GO:0008270"
"LOC116206020","GO:0004601"
"LOC116204963","GO:0016702; GO:0046872"
"LOC116202875",""
"LOC116206441",""
"LOC116215103","GO:0006004; GO:0016740"
"LOC116206596","GO:0004017; GO:0004127; GO:0005524; GO:0006207; GO:0006221; GO:0033862"
"LOC116205962","GO:0016020"
"LOC116213171","GO:0005634; GO:0008270"
"LOC116213618","GO:0005576; GO:0060320"
"LOC116213613","GO:0005576; GO:0060320"
"LOC116206219","GO:0016021"
"LOC116193243","GO:0106035"
"LOC116215547","GO:0008194"
"LOC116215076","GO:0003690; GO:0006353; GO:0006355"
"LOC116209517","GO:0015299; GO:0016021"
"LOC116204127","GO:0008194"
"LOC116204049","GO:0004550; GO:0005524; GO:0006183; GO:0006228; GO:0006241"
"LOC116208368","GO:0005794; GO:0005829; GO:0009832; GO:0033356; GO:0052691; GO:0071555"
"LOC116213620","GO:0005576; GO:0060320"
"LOC116203368","GO:0016787"
"LOC116205096","GO:0005634"
"LOC116213920","GO:0051513"
"LOC116205308","GO:0016813; GO:0046872"
"LOC116213489","GO:0016021"
"LOC116207521",""
"LOC116202639","GO:0003824"
"LOC116214021","GO:0003676; GO:0004519"
"LOC116212749","GO:0005484; GO:0015031; GO:0031201"
"LOC116208530","GO:0004106; GO:0008652; GO:0009073; GO:0046417"
"LOC116204080",""
"LOC116190445","GO:0004672; GO:0005524; GO:0016021"
"LOC116215726","GO:0004672; GO:0005524; GO:0016021"
"LOC116213455","GO:0003677; GO:0005634; GO:0009791; GO:0046872; GO:0046983"
"LOC116193300","GO:0005680; GO:0007049; GO:0031145; GO:0051301"
"LOC116215498","GO:0003676"
"LOC116208659","GO:0005741; GO:0008308"
"LOC116214737","GO:0005509"
"LOC116213282","GO:0005737; GO:0046872"
"LOC116206218","GO:0007049; GO:0051301"
"LOC116214674",""
"LOC116215148",""
"LOC116202641","GO:0005768; GO:0007034"
"LOC116205816","GO:0008194"
"LOC116203311","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116214672","GO:0005737; GO:0015979; GO:0015995; GO:0045550; GO:0102067"
"LOC116214879","GO:0016021"
"LOC116202776","GO:0008194"
"LOC116205571","GO:0005886; GO:0031225"
"LOC116207797","GO:0003677; GO:0005634"
"LOC116213138","GO:0003700"
"LOC116205089","GO:0005524; GO:0005856"
"LOC116213492","GO:0006355; GO:0031213"
"LOC116205990",""
"LOC116215695",""
"LOC116206440","GO:0008270; GO:0016021"
"LOC116202865","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116208338","GO:0005576; GO:0016021; GO:0016787; GO:0071555"
"LOC116215496",""
"LOC116214934","GO:0008233"
"LOC116205976","GO:0000977; GO:0005634; GO:0045944; GO:0046983"
"LOC116202571",""
"LOC116203885","GO:0008270"
"LOC116190152","GO:0000139; GO:0016021; GO:0016757"
"LOC116214615","GO:0000139; GO:0016021; GO:0016757"
"LOC116206228","GO:0003735; GO:0005840; GO:0006412"
"LOC116214114","GO:0016021; GO:0022857"
"LOC116188079","GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"LOC116205459","GO:0003677; GO:0003700; GO:0005634; GO:0009873"
"LOC116202414","GO:0003700"
"LOC116202777","GO:0008194"
"LOC116213348","GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037"
"LOC116202299","GO:0004735; GO:0055129"
"LOC116206205","GO:0009916; GO:0016021; GO:0046872; GO:0070469; GO:0102721"
"LOC116214673","GO:0005975; GO:0006099; GO:0006108; GO:0030060"
"LOC116213719","GO:0009506"
"LOC116214302",""
"LOC116213974","GO:0008270"
"LOC116213161","GO:0003777; GO:0005524; GO:0007018; GO:0008017"
"LOC116215161","GO:0003735; GO:0006412; GO:0015935; GO:0019843"
"LOC116212879",""
"LOC116215356",""
"LOC116212991","GO:0012511; GO:0016021; GO:0022414"
"LOC116205314","GO:0004674; GO:0005524"
"LOC116213076","GO:0005524; GO:0009536; GO:0016887; GO:0051321"
"LOC116215595",""
"LOC116212933","GO:0000162; GO:0004048"
"LOC116213869","GO:0000287; GO:0005524; GO:0015914; GO:0016021; GO:0140326"
"LOC116212918","GO:0005507; GO:0008131; GO:0009308; GO:0048038; GO:0052593; GO:0052594; GO:0052595; GO:0052596"
"LOC116215525","GO:0016021"
"LOC116204101",""
"LOC116215309","GO:0004674; GO:0005524"
"LOC116215246","GO:0005576; GO:0009664; GO:0016020"
"LOC116203423","GO:0003677; GO:0006355"
"LOC116214930",""
"LOC116215593",""
"LOC116213141","GO:0003700"
"LOC116205823",""
"LOC116214671","GO:0008270"
"LOC116205166",""
"LOC116214303","GO:0005634; GO:0006355; GO:0008270"
"LOC116214724",""
"LOC116213810","GO:0000139; GO:0016021; GO:0045489; GO:0047262; GO:0071555"
"LOC116204082","GO:0003677; GO:0006355"
"LOC116213212","GO:0006596; GO:0016740"
"LOC116205471","GO:0005576; GO:0019953"
"LOC116215229","GO:0004857; GO:0016021"
"LOC116202837","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116202838","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116214781","GO:0003677; GO:0005634; GO:0046872"
"LOC116214264","GO:0017172; GO:0046872"
"LOC116214712","GO:0016301"
"LOC116213839","GO:0005634"
"LOC116213977",""
"LOC116214004",""
"LOC116203339","GO:0000502; GO:0005737"
"LOC116215612",""
"LOC116214081",""
"LOC116213493","GO:0017025; GO:0070897"
"LOC116212919","GO:0007166"
"LOC116205349","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116215039",""
"LOC116213487","GO:0003677; GO:0006355"
"LOC116202298",""
"LOC116214196","GO:0004672; GO:0005524; GO:0016021"
"LOC116213172","GO:0005886; GO:0008643; GO:0016021"
"LOC116202800",""
"LOC116190441","GO:0000287; GO:0005829; GO:0006253; GO:0042262; GO:0047840"
"LOC116213260","GO:0000287; GO:0005829; GO:0006253; GO:0042262; GO:0047840"
"LOC116205825",""
"LOC116205234","GO:0009916; GO:0016021; GO:0046872; GO:0070469; GO:0102721"
"LOC116214618","GO:0005789; GO:0006605; GO:0008320; GO:0016021"
"LOC116214730","GO:0005524; GO:0005634; GO:0006298; GO:0030983; GO:0032300"
"LOC116213280","GO:0004674; GO:0005524; GO:0016021"
"LOC116212885",""
"LOC116205449",""
"LOC116213851",""
"LOC116215565",""
"LOC116205088","GO:0006869; GO:0008289; GO:0012505; GO:0016021; GO:0043231; GO:0046872"
"LOC116202635","GO:0016021"
"LOC116215195","GO:0003677; GO:0006355"
"LOC116214263","GO:0000015; GO:0000287; GO:0004634; GO:0006096"
"LOC116206203","GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037"
"LOC116204928","GO:0005509; GO:0006644; GO:0016747"
"LOC116213053","GO:0016788"
"LOC116215486","GO:0004672; GO:0005524"
"LOC116192735","GO:0005634; GO:0045892"
"LOC116215264","GO:0000502; GO:0005737"
"LOC116204128",""
"LOC116214304","GO:0004364; GO:0006749"
"LOC116204761","GO:0003723"
"LOC116212920",""
"LOC116215688","GO:0004252; GO:0016021"
"LOC116199215","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116213057","GO:0005509; GO:0016021"
"LOC116202624","GO:0046872"
"LOC116213778","GO:0003677; GO:0005634; GO:0006260; GO:0006281; GO:0006310; GO:0046872"
"LOC116199081","GO:0008483; GO:0030170"
"LOC116202530","GO:0016021; GO:0016757"
"LOC116215408",""
"LOC116212936","GO:0097573"
"LOC116215135","GO:0004497; GO:0005506; GO:0016021; GO:0016705; GO:0020037"
"LOC116205435","GO:0003735; GO:0005840; GO:0006412"
"LOC116215646","GO:0006457; GO:0051082"
"LOC116215640","GO:0006457; GO:0051082"
"LOC116199733","GO:0004386; GO:0005524"
"LOC116213217","GO:0030145; GO:0048046"
"LOC116215094","GO:0003677; GO:0006352; GO:0016987; GO:0071482"
"LOC116205315","GO:0005737; GO:0008168; GO:0016021; GO:0032259; GO:0043231"
"LOC116198536","GO:0000902; GO:0005737; GO:0007023; GO:0015631"
"LOC116215029","GO:0016021; GO:0016757"
"LOC116199582","GO:0000151; GO:0006511; GO:0034450; GO:0046872"
"LOC116205369","GO:0016021; GO:0022857"
"LOC116198698","GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042744; GO:0046872"
"LOC116215336",""
"LOC116214323","GO:0006396"
"LOC116213949",""
"LOC116200085","GO:0007049; GO:0051301"
"LOC116201470","GO:0016301"
"LOC116205822",""
"LOC116200821",""
"LOC116206140","GO:0016021"
"LOC116201988","GO:0000139; GO:0015165; GO:0016021"
"LOC116213511","GO:0000139; GO:0006486; GO:0016021; GO:0016757"
"LOC116214721","GO:0016021"
"LOC116199980","GO:0016567"
"LOC116198630","GO:0000127; GO:0004402; GO:0006384"
"LOC116215720","GO:0003746; GO:0003924; GO:0005525; GO:0043231"
"LOC116214723","GO:0003723; GO:0003724; GO:0005524; GO:0016887"
"LOC116213195",""
"LOC116200138","GO:0005524; GO:0005886; GO:0015444; GO:0016021"
"LOC116215230","GO:0005634; GO:0006355; GO:0040008; GO:0046983"
"LOC116213442","GO:0003676; GO:0003724; GO:0005524; GO:0016787"
"LOC116190436","GO:0003676; GO:0003724; GO:0005524; GO:0016787"
"LOC116213993","GO:0005524; GO:0016301; GO:0016462"
"LOC116213711","GO:0003682; GO:0005634; GO:0006325"
"LOC116201946","GO:1900034"
"LOC116200867","GO:0016021; GO:0046873"
"LOC116214315","GO:0006782; GO:0008483; GO:0030170; GO:0042286"
"LOC116213913","GO:0016021"
"LOC116198597",""
"LOC116204434","GO:0016021"
"LOC116215360","GO:0003677; GO:0005634; GO:0006355"
"LOC116199363",""
"LOC116214773","GO:0003824"
"LOC116204508","GO:0005737; GO:0008168; GO:0016021; GO:0032259; GO:0043231"
"LOC116198952","GO:0016021"
"LOC116214111","GO:0000977; GO:0003700; GO:0005634; GO:0045944; GO:0046983"
"LOC116198895",""
"LOC116204892","GO:0003676; GO:0005524; GO:0005634; GO:0006260; GO:0006281; GO:0006310; GO:0016887; GO:0043138"
"LOC116214019","GO:0043622"
"LOC116214722","GO:0004842; GO:0030014"
"LOC116199353",""
"LOC116213342","GO:0016021"
"LOC116204021",""
"LOC116198633","GO:0003924; GO:0005525"
"LOC116215379","GO:0005506; GO:0005759; GO:0016226; GO:0051537"
"LOC116215394","GO:0005524; GO:0007049; GO:0009536; GO:0015031; GO:0016887; GO:0051301"
"LOC116213775","GO:0000145; GO:0006887; GO:0015031"
"LOC116200149",""
"LOC116205436","GO:0016021"
"LOC116215143","GO:0004668; GO:0009446; GO:0047632"
"LOC116213741","GO:0003989; GO:0006633; GO:0009317; GO:0009507"
"LOC116214706","GO:0030570; GO:0045490; GO:0046872"
"LOC116214620","GO:0008194"
"LOC116212634","GO:0016021"
"LOC116200039",""
"LOC116210575","GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"LOC116208791","GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"LOC116189669","GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"LOC116211321","GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"LOC116198512","GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"LOC116192666","GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"LOC116198823","GO:0000786; GO:0003677; GO:0005634; GO:0046982"
"LOC116214023","GO:0004177; GO:0008237; GO:0008270"
"LOC116199377","GO:0009658"
"LOC116201602","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116214112","GO:0000977; GO:0003700; GO:0005634; GO:0045944; GO:0046983"
"LOC116214616","GO:0000287; GO:0003984; GO:0009097; GO:0009099; GO:0009635; GO:0030976; GO:0050660"
"LOC116215736","GO:0043622"
"LOC116213576","GO:0004719"
"LOC116199435","GO:0005507; GO:0046274; GO:0048046; GO:0052716"
"LOC116200908","GO:0016021; GO:0016192; GO:0043231"
"LOC116213776","GO:0000139; GO:0004190; GO:0005789; GO:0007219; GO:0016021; GO:0016485"
"LOC116214125","GO:0016788"
"LOC116214340","GO:0004672; GO:0005524; GO:0016021"
"LOC116201128","GO:0016620"
"LOC116213740","GO:0003951; GO:0004143; GO:0005524; GO:0006952; GO:0007205; GO:0016021; GO:0035556"
"LOC116199665","GO:0003677; GO:0005516; GO:0005634; GO:0006355"
"LOC116199606","GO:0005249; GO:0005886; GO:0016021; GO:0030552; GO:0030553"
"LOC116215253",""
"LOC116190439","GO:0004499; GO:0050660; GO:0050661"
"LOC116200977","GO:0000049; GO:0005634; GO:0016428"
"LOC116192784",""
"LOC116214298","GO:0003700"
"LOC116201197",""
"LOC116213467","GO:0016853; GO:0019288; GO:0030604; GO:0046872; GO:0070402"
"LOC116213113",""
"LOC116199993","GO:0016021"
"LOC116213577","GO:0003723"
"LOC116198864","GO:0005886"
"LOC116214296",""
"LOC116199460","GO:0003700; GO:0005634; GO:0043565"
"LOC116212705","GO:0000148; GO:0003843; GO:0006075; GO:0008360; GO:0016021; GO:0071555"
"LOC116198592","GO:0004674; GO:0005524"
"LOC116213011",""
"LOC116200841",""
"LOC116215629","GO:0003677; GO:0005634; GO:0006355"
"LOC116212642",""
"LOC116215254","GO:0004364; GO:0006749"
"LOC116198821",""
"LOC116213062","GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"LOC116212993",""
"LOC116215004","GO:0007017; GO:0030286"
"LOC116214239","GO:0007017; GO:0030286"
"LOC116200036","GO:0016021"
"LOC116211464","GO:0003700; GO:0006351; GO:0009742"
"LOC116213248","GO:0000166; GO:0031422"
"LOC116201102","GO:0045087"
"LOC116200906","GO:0000160; GO:0003677; GO:0003700; GO:0005634; GO:0009736"
"LOC116200251","GO:0016021"
"LOC116215002","GO:0008194"
"LOC116215609",""
"LOC116198694","GO:0005739; GO:0045277"
"LOC116213811","GO:0016787"
"LOC116214786","GO:0004672; GO:0005524"
"LOC116215225","GO:0005634; GO:0006355; GO:0046983"
"LOC116215342","GO:0005634; GO:0006355; GO:0046983"
"LOC116198815","GO:0005887; GO:0005985; GO:0008515"
"LOC116213610",""
"LOC116212775","GO:0005886; GO:0010167; GO:0015706; GO:0016021; GO:0042128"
"LOC116201078","GO:0004392; GO:0006788; GO:0009507; GO:0015979"
"LOC116199028","GO:0005743; GO:0006099; GO:0008177; GO:0009055; GO:0045273; GO:0046872; GO:0051537; GO:0051538; GO:0051539"
"LOC116199771","GO:0003953; GO:0006952; GO:0007165; GO:0043531"
"LOC116214659","GO:0004842"
"LOC116213774","GO:0008356"
"LOC116214849","GO:0004672; GO:0005524; GO:0016021"
"LOC116199082","GO:0000976; GO:0003700; GO:0006351"
"LOC116201654","GO:0005509"
"LOC116198631",""
"LOC116198995","GO:0005634; GO:0046983"
"LOC116215399","GO:0008270"
"LOC116200704","GO:0016021"
"LOC116198953","GO:0016021"
"LOC116212722","GO:0003677; GO:0003700; GO:0005634; GO:0006357; GO:0046983"
"LOC116198831","GO:0003993; GO:0006950; GO:0046872"
"LOC116198552",""
"LOC116200107",""
"LOC116198820",""
"LOC116198598",""
"LOC116199107",""
"LOC116200926","GO:0004553; GO:0005975; GO:0016021"
"LOC116201971","GO:0000213; GO:0003676; GO:0005634; GO:0006388"
"LOC116199622","GO:0005737"
"LOC116199441",""
"LOC116202037","GO:0005524; GO:0005634; GO:0006351; GO:0006355; GO:0099402"
"LOC116199239","GO:0005524; GO:0016021; GO:0019829; GO:0046872"
"LOC116199084","GO:0006351; GO:0043565"
"LOC116201674","GO:0000502; GO:0005524; GO:0005634; GO:0009536; GO:0016887; GO:0030163; GO:0036402"
"LOC116213796","GO:0005524; GO:0016021; GO:0102485; GO:0102486; GO:0102487; GO:0102488; GO:0102489; GO:0102490; GO:0102491"
"LOC116213054",""
"LOC116199734","GO:0004386"
"LOC116213575","GO:0010088"
"LOC116202075","GO:0016036"
