transcript_id,protein_id,gene_id
XM_031516065.1,XP_031371925.1,LOC116187399
XM_031516066.1,XP_031371926.1,LOC116187400
XM_031516067.1,XP_031371927.1,LOC116187400
XM_031516068.1,XP_031371928.1,LOC116187401
XM_031516069.1,XP_031371929.1,LOC116187402
XM_031516070.1,XP_031371930.1,LOC116187403
XM_031516071.1,XP_031371931.1,LOC116187405
XM_031516072.1,XP_031371932.1,LOC116187406
XM_031516073.1,XP_031371933.1,LOC116187406
XM_031516074.1,XP_031371934.1,LOC116187404
XM_031516075.1,XP_031371935.1,LOC116187407
XM_031516076.1,XP_031371936.1,LOC116187407
XM_031516077.1,XP_031371937.1,LOC116187408
XM_031516078.1,XP_031371938.1,LOC116187408
XM_031516079.1,XP_031371939.1,LOC116187408
XM_031516080.1,XP_031371940.1,LOC116187408
XM_031516081.1,XP_031371941.1,LOC116187408
XM_031516082.1,XP_031371942.1,LOC116187408
XM_031516083.1,XP_031371943.1,LOC116187408
XM_031516084.1,XP_031371944.1,LOC116187408
XM_031516085.1,XP_031371945.1,LOC116187408
XM_031516086.1,XP_031371946.1,LOC116187408
XM_031516087.1,XP_031371947.1,LOC116187408
XM_031516088.1,XP_031371948.1,LOC116187409
XM_031516089.1,XP_031371949.1,LOC116187408
XM_031516090.1,XP_031371950.1,LOC116187408
XM_031516091.1,XP_031371951.1,LOC116187408
XM_031516092.1,XP_031371952.1,LOC116187408
XM_031516093.1,XP_031371953.1,LOC116187408
XM_031516094.1,XP_031371954.1,LOC116187411
XM_031516095.1,XP_031371955.1,LOC116187411
XM_031516096.1,XP_031371956.1,LOC116187412
XM_031516097.1,XP_031371957.1,LOC116187413
XM_031516098.1,XP_031371958.1,LOC116187409
XM_031516099.1,XP_031371959.1,LOC116187414
XM_031516100.1,XP_031371960.1,LOC116187415
XM_031516101.1,XP_031371961.1,LOC116187416
XM_031516102.1,XP_031371962.1,LOC116187417
XM_031516103.1,XP_031371963.1,LOC116187418
XM_031516104.1,XP_031371964.1,LOC116187420
XM_031516105.1,XP_031371965.1,LOC116187409
XM_031516106.1,XP_031371966.1,LOC116187420
XM_031516107.1,XP_031371967.1,LOC116187422
XM_031516108.1,XP_031371968.1,LOC116187424
XM_031516109.1,XP_031371969.1,LOC116187425
XM_031516110.1,XP_031371970.1,LOC116187425
XM_031516111.1,XP_031371971.1,LOC116187409
XM_031516112.1,XP_031371972.1,LOC116187426
XM_031516113.1,XP_031371973.1,LOC116187427
XM_031516114.1,XP_031371974.1,LOC116187428
XM_031516115.1,XP_031371975.1,LOC116187429
XM_031516116.1,XP_031371976.1,LOC116187429
XM_031516117.1,XP_031371977.1,LOC116187429
XM_031516118.1,XP_031371978.1,LOC116187429
XM_031516119.1,XP_031371979.1,LOC116187430
XM_031516120.1,XP_031371980.1,LOC116187409
XM_031516121.1,XP_031371981.1,LOC116187430
XM_031516122.1,XP_031371982.1,LOC116187430
XM_031516123.1,XP_031371983.1,LOC116187431
XM_031516124.1,XP_031371984.1,LOC116187432
XM_031516125.1,XP_031371985.1,LOC116187432
XM_031516126.1,XP_031371986.1,LOC116187433
XM_031516127.1,XP_031371987.1,LOC116187434
XM_031516128.1,XP_031371988.1,LOC116187435
XM_031516129.1,XP_031371989.1,LOC116187410
XM_031516130.1,XP_031371990.1,LOC116187409
XM_031516131.1,XP_031371991.1,LOC116187436
XM_031516132.1,XP_031371992.1,LOC116187437
XM_031516133.1,XP_031371993.1,LOC116187437
XM_031516134.1,XP_031371994.1,LOC116187438
XM_031516135.1,XP_031371995.1,LOC116187438
XM_031516136.1,XP_031371996.1,LOC116187439
XM_031516137.1,XP_031371997.1,LOC116187440
XM_031516138.1,XP_031371998.1,LOC116187442
XM_031516139.1,XP_031371999.1,LOC116187442
XM_031516140.1,XP_031372000.1,LOC116187442
XM_031516141.1,XP_031372001.1,LOC116187442
XM_031516142.1,XP_031372002.1,LOC116187441
XM_031516143.1,XP_031372003.1,LOC116187443
XM_031516144.1,XP_031372004.1,LOC116187443
XM_031516145.1,XP_031372005.1,LOC116187444
XM_031516146.1,XP_031372006.1,LOC116187445
XM_031516147.1,XP_031372007.1,LOC116187446
XM_031516148.1,XP_031372008.1,LOC116187447
XM_031516149.1,XP_031372009.1,LOC116187448
XM_031516150.1,XP_031372010.1,LOC116187441
XM_031516151.1,XP_031372011.1,LOC116187449
XM_031516152.1,XP_031372012.1,LOC116187450
XM_031516153.1,XP_031372013.1,LOC116187454
XM_031516154.1,XP_031372014.1,LOC116187459
XM_031516155.1,XP_031372015.1,LOC116187460
XM_031516156.1,XP_031372016.1,LOC116187460
XM_031516157.1,XP_031372017.1,LOC116187461
XM_031516158.1,XP_031372018.1,LOC116187461
XM_031516159.1,XP_031372019.1,LOC116187462
XM_031516161.1,XP_031372021.1,LOC116187465
XM_031516162.1,XP_031372022.1,LOC116187465
XM_031516163.1,XP_031372023.1,LOC116187465
XM_031516164.1,XP_031372024.1,LOC116187466
XM_031516165.1,XP_031372025.1,LOC116187464
XM_031516166.1,XP_031372026.1,LOC116187466
XM_031516167.1,XP_031372027.1,LOC116187467
XM_031516168.1,XP_031372028.1,LOC116187468
XM_031516169.1,XP_031372029.1,LOC116187470
XM_031516170.1,XP_031372030.1,LOC116187472
XM_031516171.1,XP_031372031.1,LOC116187474
XM_031516172.1,XP_031372032.1,LOC116187474
XM_031516173.1,XP_031372033.1,LOC116187476
XM_031516174.1,XP_031372034.1,LOC116187473
XM_031516175.1,XP_031372035.1,LOC116187476
XM_031516176.1,XP_031372036.1,LOC116187476
XM_031516177.1,XP_031372037.1,LOC116187476
XM_031516178.1,XP_031372038.1,LOC116187476
XM_031516179.1,XP_031372039.1,LOC116187476
XM_031516180.1,XP_031372040.1,LOC116187476
XM_031516181.1,XP_031372041.1,LOC116187476
XM_031516182.1,XP_031372042.1,LOC116187476
XM_031516183.1,XP_031372043.1,LOC116187476
XM_031516184.1,XP_031372044.1,LOC116187476
XM_031516185.1,XP_031372045.1,LOC116187476
XM_031516186.1,XP_031372046.1,LOC116187476
XM_031516187.1,XP_031372047.1,LOC116187476
XM_031516188.1,XP_031372048.1,LOC116187476
XM_031516189.1,XP_031372049.1,LOC116187476
XM_031516190.1,XP_031372050.1,LOC116187477
XM_031516191.1,XP_031372051.1,LOC116187476
XM_031516192.1,XP_031372052.1,LOC116187476
XM_031516193.1,XP_031372053.1,LOC116187476
XM_031516194.1,XP_031372054.1,LOC116187476
XM_031516195.1,XP_031372055.1,LOC116187476
XM_031516196.1,XP_031372056.1,LOC116187476
XM_031516197.1,XP_031372057.1,LOC116187476
XM_031516198.1,XP_031372058.1,LOC116187476
XM_031516199.1,XP_031372059.1,LOC116187476
XM_031516200.1,XP_031372060.1,LOC116187476
XM_031516201.1,XP_031372061.1,LOC116187477
XM_031516202.1,XP_031372062.1,LOC116187476
XM_031516203.1,XP_031372063.1,LOC116187476
XM_031516204.1,XP_031372064.1,LOC116187476
XM_031516205.1,XP_031372065.1,LOC116187476
XM_031516206.1,XP_031372066.1,LOC116187476
XM_031516207.1,XP_031372067.1,LOC116187476
XM_031516208.1,XP_031372068.1,LOC116187476
XM_031516209.1,XP_031372069.1,LOC116187476
XM_031516210.1,XP_031372070.1,LOC116187476
XM_031516211.1,XP_031372071.1,LOC116187476
XM_031516212.1,XP_031372072.1,LOC116187477
XM_031516213.1,XP_031372073.1,LOC116187476
XM_031516214.1,XP_031372074.1,LOC116187479
XM_031516215.1,XP_031372075.1,LOC116187479
XM_031516216.1,XP_031372076.1,LOC116187480
XM_031516217.1,XP_031372077.1,LOC116187481
XM_031516218.1,XP_031372078.1,LOC116187482
XM_031516219.1,XP_031372079.1,LOC116187477
XM_031516220.1,XP_031372080.1,LOC116187482
XM_031516221.1,XP_031372081.1,LOC116187484
XM_031516222.1,XP_031372082.1,LOC116187484
XM_031516223.1,XP_031372083.1,LOC116187485
XM_031516224.1,XP_031372084.1,LOC116187486
XM_031516225.1,XP_031372085.1,LOC116187486
XM_031516226.1,XP_031372086.1,LOC116187487
XM_031516227.1,XP_031372087.1,LOC116187477
XM_031516228.1,XP_031372088.1,LOC116187489
XM_031516229.1,XP_031372089.1,LOC116187489
XM_031516230.1,XP_031372090.1,LOC116187490
XM_031516231.1,XP_031372091.1,LOC116187491
XM_031516232.1,XP_031372092.1,LOC116187491
XM_031516233.1,XP_031372093.1,LOC116187477
XM_031516234.1,XP_031372094.1,LOC116187494
XM_031516235.1,XP_031372095.1,LOC116187497
XM_031516236.1,XP_031372096.1,LOC116187497
XM_031516237.1,XP_031372097.1,LOC116187498
XM_031516238.1,XP_031372098.1,LOC116187498
XM_031516239.1,XP_031372099.1,LOC116187477
XM_031516240.1,XP_031372100.1,LOC116187498
XM_031516241.1,XP_031372101.1,LOC116187499
XM_031516242.1,XP_031372102.1,LOC116187500
XM_031516243.1,XP_031372103.1,LOC116187500
XM_031516244.1,XP_031372104.1,LOC116187478
XM_031516245.1,XP_031372105.1,LOC116187502
XM_031516246.1,XP_031372106.1,LOC116187503
XM_031516247.1,XP_031372107.1,LOC116187504
XM_031516248.1,XP_031372108.1,LOC116187477
XM_031516249.1,XP_031372109.1,LOC116187505
XM_031516250.1,XP_031372110.1,LOC116187505
XM_031516251.1,XP_031372111.1,LOC116187505
XM_031516252.1,XP_031372112.1,LOC116187506
XM_031516253.1,XP_031372113.1,LOC116187507
XM_031516254.1,XP_031372114.1,LOC116187509
XM_031516255.1,XP_031372115.1,LOC116187512
XM_031516256.1,XP_031372116.1,LOC116187513
XM_031516257.1,XP_031372117.1,LOC116187514
XM_031516258.1,XP_031372118.1,LOC116187511
XM_031516259.1,XP_031372119.1,LOC116187515
XM_031516260.1,XP_031372120.1,LOC116187517
XM_031516261.1,XP_031372121.1,LOC116187518
XM_031516262.1,XP_031372122.1,LOC116187518
XM_031516263.1,XP_031372123.1,LOC116187519
XM_031516264.1,XP_031372124.1,LOC116187520
XM_031516265.1,XP_031372125.1,LOC116187523
XM_031516266.1,XP_031372126.1,LOC116187524
XM_031516267.1,XP_031372127.1,LOC116187525
XM_031516268.1,XP_031372128.1,LOC116187522
XM_031516269.1,XP_031372129.1,LOC116187526
XM_031516270.1,XP_031372130.1,LOC116187528
XM_031516271.1,XP_031372131.1,LOC116187529
XM_031516272.1,XP_031372132.1,LOC116187532
XM_031516273.1,XP_031372133.1,LOC116187532
XM_031516274.1,XP_031372134.1,LOC116187532
XM_031516275.1,XP_031372135.1,LOC116187534
XM_031516276.1,XP_031372136.1,LOC116187535
XM_031516277.1,XP_031372137.1,LOC116187535
XM_031516278.1,XP_031372138.1,LOC116187536
XM_031516279.1,XP_031372139.1,LOC116187536
XM_031516280.1,XP_031372140.1,LOC116187537
XM_031516281.1,XP_031372141.1,LOC116187538
XM_031516282.1,XP_031372142.1,LOC116187538
XM_031516283.1,XP_031372143.1,LOC116187539
XM_031516284.1,XP_031372144.1,LOC116187540
XM_031516285.1,XP_031372145.1,LOC116187544
XM_031516286.1,XP_031372146.1,LOC116187541
XM_031516287.1,XP_031372147.1,LOC116187544
XM_031516288.1,XP_031372148.1,LOC116187544
XM_031516289.1,XP_031372149.1,LOC116187544
XM_031516290.1,XP_031372150.1,LOC116187544
XM_031516291.1,XP_031372151.1,LOC116187544
XM_031516292.1,XP_031372152.1,LOC116187544
XM_031516293.1,XP_031372153.1,LOC116187544
XM_031516294.1,XP_031372154.1,LOC116187544
XM_031516295.1,XP_031372155.1,LOC116187544
XM_031516296.1,XP_031372156.1,LOC116187544
XM_031516297.1,XP_031372157.1,LOC116187541
XM_031516298.1,XP_031372158.1,LOC116187544
XM_031516299.1,XP_031372159.1,LOC116187544
XM_031516300.1,XP_031372160.1,LOC116187544
XM_031516301.1,XP_031372161.1,LOC116187544
XM_031516302.1,XP_031372162.1,LOC116187544
XM_031516303.1,XP_031372163.1,LOC116187544
XM_031516304.1,XP_031372164.1,LOC116187544
XM_031516305.1,XP_031372165.1,LOC116187544
XM_031516306.1,XP_031372166.1,LOC116187544
XM_031516307.1,XP_031372167.1,LOC116187544
XM_031516308.1,XP_031372168.1,LOC116187541
XM_031516309.1,XP_031372169.1,LOC116187544
XM_031516310.1,XP_031372170.1,LOC116187544
XM_031516311.1,XP_031372171.1,LOC116187545
XM_031516312.1,XP_031372172.1,LOC116187546
XM_031516313.1,XP_031372173.1,LOC116187547
XM_031516314.1,XP_031372174.1,LOC116187548
XM_031516315.1,XP_031372175.1,LOC116187541
XM_031516316.1,XP_031372176.1,LOC116187549
XM_031516317.1,XP_031372177.1,LOC116187549
XM_031516318.1,XP_031372178.1,LOC116187550
XM_031516319.1,XP_031372179.1,LOC116187551
XM_031516320.1,XP_031372180.1,LOC116187478
XM_031516321.1,XP_031372181.1,LOC116187552
XM_031516322.1,XP_031372182.1,LOC116187552
XM_031516323.1,XP_031372183.1,LOC116187552
XM_031516324.1,XP_031372184.1,LOC116187553
XM_031516325.1,XP_031372185.1,LOC116187541
XM_031516326.1,XP_031372186.1,LOC116187554
XM_031516327.1,XP_031372187.1,LOC116187555
XM_031516328.1,XP_031372188.1,LOC116187556
XM_031516329.1,XP_031372189.1,LOC116187556
XM_031516330.1,XP_031372190.1,LOC116187556
XM_031516331.1,XP_031372191.1,LOC116187557
XM_031516332.1,XP_031372192.1,LOC116187558
XM_031516333.1,XP_031372193.1,LOC116187558
XM_031516334.1,XP_031372194.1,LOC116187560
XM_031516335.1,XP_031372195.1,LOC116187560
XM_031516336.1,XP_031372196.1,LOC116187561
XM_031516337.1,XP_031372197.1,LOC116187559
XM_031516338.1,XP_031372198.1,LOC116187561
XM_031516339.1,XP_031372199.1,LOC116187562
XM_031516340.1,XP_031372200.1,LOC116187563
XM_031516341.1,XP_031372201.1,LOC116187563
XM_031516342.1,XP_031372202.1,LOC116187564
XM_031516343.1,XP_031372203.1,LOC116187564
XM_031516344.1,XP_031372204.1,LOC116187565
XM_031516345.1,XP_031372205.1,LOC116187559
XM_031516346.1,XP_031372206.1,LOC116187566
XM_031516347.1,XP_031372207.1,LOC116187567
XM_031516348.1,XP_031372208.1,LOC116187567
XM_031516349.1,XP_031372209.1,LOC116187567
XM_031516350.1,XP_031372210.1,LOC116187568
XM_031516351.1,XP_031372211.1,LOC116187569
XM_031516352.1,XP_031372212.1,LOC116187569
XM_031516353.1,XP_031372213.1,LOC116187570
XM_031516354.1,XP_031372214.1,LOC116187572
XM_031516355.1,XP_031372215.1,LOC116187573
XM_031516356.1,XP_031372216.1,LOC116187573
XM_031516357.1,XP_031372217.1,LOC116187574
XM_031516358.1,XP_031372218.1,LOC116187571
XM_031516359.1,XP_031372219.1,LOC116187574
XM_031516360.1,XP_031372220.1,LOC116187574
XM_031516361.1,XP_031372221.1,LOC116187574
XM_031516362.1,XP_031372222.1,LOC116187575
XM_031516363.1,XP_031372223.1,LOC116187576
XM_031516364.1,XP_031372224.1,LOC116187577
XM_031516365.1,XP_031372225.1,LOC116187577
XM_031516366.1,XP_031372226.1,LOC116187571
XM_031516367.1,XP_031372227.1,LOC116187578
XM_031516368.1,XP_031372228.1,LOC116187578
XM_031516369.1,XP_031372229.1,LOC116187579
XM_031516370.1,XP_031372230.1,LOC116187579
XM_031516371.1,XP_031372231.1,LOC116187580
XM_031516372.1,XP_031372232.1,LOC116187580
XM_031516373.1,XP_031372233.1,LOC116187581
XM_031516374.1,XP_031372234.1,LOC116187582
XM_031516375.1,XP_031372235.1,LOC116187571
XM_031516376.1,XP_031372236.1,LOC116187582
XM_031516377.1,XP_031372237.1,LOC116187582
XM_031516378.1,XP_031372238.1,LOC116187582
XM_031516379.1,XP_031372239.1,LOC116187583
XM_031516380.1,XP_031372240.1,LOC116187583
XM_031516381.1,XP_031372241.1,LOC116187584
XM_031516382.1,XP_031372242.1,LOC116187584
XM_031516383.1,XP_031372243.1,LOC116187586
XM_031516384.1,XP_031372244.1,LOC116187571
XM_031516385.1,XP_031372245.1,LOC116187586
XM_031516386.1,XP_031372246.1,LOC116187587
XM_031516387.1,XP_031372247.1,LOC116187588
XM_031516388.1,XP_031372248.1,LOC116187588
XM_031516389.1,XP_031372249.1,LOC116187588
XM_031516390.1,XP_031372250.1,LOC116187589
XM_031516391.1,XP_031372251.1,LOC116187590
XM_031516392.1,XP_031372252.1,LOC116187590
XM_031516393.1,XP_031372253.1,LOC116187590
XM_031516394.1,XP_031372254.1,LOC116187590
XM_031516395.1,XP_031372255.1,LOC116187590
XM_031516396.1,XP_031372256.1,LOC116187590
XM_031516397.1,XP_031372257.1,LOC116187591
XM_031516398.1,XP_031372258.1,LOC116187592
XM_031516399.1,XP_031372259.1,LOC116187593
XM_031516400.1,XP_031372260.1,LOC116187594
XM_031516401.1,XP_031372261.1,LOC116187596
XM_031516402.1,XP_031372262.1,LOC116187596
XM_031516403.1,XP_031372263.1,LOC116187597
XM_031516404.1,XP_031372264.1,LOC116187597
XM_031516405.1,XP_031372265.1,LOC116187597
XM_031516406.1,XP_031372266.1,LOC116187597
XM_031516407.1,XP_031372267.1,LOC116187597
XM_031516408.1,XP_031372268.1,LOC116187597
XM_031516409.1,XP_031372269.1,LOC116187599
XM_031516410.1,XP_031372270.1,LOC116187597
XM_031516411.1,XP_031372271.1,LOC116187597
XM_031516412.1,XP_031372272.1,LOC116187597
XM_031516413.1,XP_031372273.1,LOC116187597
XM_031516414.1,XP_031372274.1,LOC116187597
XM_031516415.1,XP_031372275.1,LOC116187597
XM_031516416.1,XP_031372276.1,LOC116187597
XM_031516417.1,XP_031372277.1,LOC116187600
XM_031516418.1,XP_031372278.1,LOC116187600
XM_031516419.1,XP_031372279.1,LOC116187599
XM_031516420.1,XP_031372280.1,LOC116187601
XM_031516421.1,XP_031372281.1,LOC116187601
XM_031516422.1,XP_031372282.1,LOC116187601
XM_031516423.1,XP_031372283.1,LOC116187601
XM_031516424.1,XP_031372284.1,LOC116187599
XM_031516425.1,XP_031372285.1,LOC116187601
XM_031516426.1,XP_031372286.1,LOC116187602
XM_031516427.1,XP_031372287.1,LOC116187603
XM_031516428.1,XP_031372288.1,LOC116187603
XM_031516429.1,XP_031372289.1,LOC116187604
XM_031516430.1,XP_031372290.1,LOC116187605
XM_031516431.1,XP_031372291.1,LOC116187599
XM_031516432.1,XP_031372292.1,LOC116187606
XM_031516433.1,XP_031372293.1,LOC116187607
XM_031516434.1,XP_031372294.1,LOC116187608
XM_031516435.1,XP_031372295.1,LOC116187608
XM_031516436.1,XP_031372296.1,LOC116187608
XM_031516437.1,XP_031372297.1,LOC116187608
XM_031516438.1,XP_031372298.1,LOC116187609
XM_031516439.1,XP_031372299.1,LOC116187609
XM_031516440.1,XP_031372300.1,LOC116187609
XM_031516441.1,XP_031372301.1,LOC116187609
XM_031516442.1,XP_031372302.1,LOC116187609
XM_031516443.1,XP_031372303.1,LOC116187609
XM_031516444.1,XP_031372304.1,LOC116187611
XM_031516445.1,XP_031372305.1,LOC116187598
XM_031516446.1,XP_031372306.1,LOC116187610
XM_031516447.1,XP_031372307.1,LOC116187611
XM_031516448.1,XP_031372308.1,LOC116187612
XM_031516449.1,XP_031372309.1,LOC116187613
XM_031516450.1,XP_031372310.1,LOC116187614
XM_031516451.1,XP_031372311.1,LOC116187615
XM_031516452.1,XP_031372312.1,LOC116187616
XM_031516453.1,XP_031372313.1,LOC116187616
XM_031516454.1,XP_031372314.1,LOC116187610
XM_031516455.1,XP_031372315.1,LOC116187617
XM_031516456.1,XP_031372316.1,LOC116187617
XM_031516457.1,XP_031372317.1,LOC116187618
XM_031516458.1,XP_031372318.1,LOC116187619
XM_031516459.1,XP_031372319.1,LOC116187620
XM_031516460.1,XP_031372320.1,LOC116187621
XM_031516461.1,XP_031372321.1,LOC116187622
XM_031516462.1,XP_031372322.1,LOC116187610
XM_031516463.1,XP_031372323.1,LOC116187623
XM_031516464.1,XP_031372324.1,LOC116187623
XM_031516465.1,XP_031372325.1,LOC116187624
XM_031516466.1,XP_031372326.1,LOC116187625
XM_031516467.1,XP_031372327.1,LOC116187626
XM_031516468.1,XP_031372328.1,LOC116187626
XM_031516469.1,XP_031372329.1,LOC116187626
XM_031516470.1,XP_031372330.1,LOC116187626
XM_031516471.1,XP_031372331.1,LOC116187628
XM_031516472.1,XP_031372332.1,LOC116187628
XM_031516473.1,XP_031372333.1,LOC116187628
XM_031516474.1,XP_031372334.1,LOC116187629
XM_031516475.1,XP_031372335.1,LOC116187627
XM_031516476.1,XP_031372336.1,LOC116187629
XM_031516477.1,XP_031372337.1,LOC116187630
XM_031516478.1,XP_031372338.1,LOC116187630
XM_031516479.1,XP_031372339.1,LOC116187630
XM_031516480.1,XP_031372340.1,LOC116187631
XM_031516481.1,XP_031372341.1,LOC116187632
XM_031516482.1,XP_031372342.1,LOC116187632
XM_031516483.1,XP_031372343.1,LOC116187633
XM_031516484.1,XP_031372344.1,LOC116187627
XM_031516485.1,XP_031372345.1,LOC116187634
XM_031516486.1,XP_031372346.1,LOC116187634
XM_031516487.1,XP_031372347.1,LOC116187634
XM_031516488.1,XP_031372348.1,LOC116187634
XM_031516489.1,XP_031372349.1,LOC116187634
XM_031516490.1,XP_031372350.1,LOC116187634
XM_031516491.1,XP_031372351.1,LOC116187635
XM_031516492.1,XP_031372352.1,LOC116187636
XM_031516493.1,XP_031372353.1,LOC116187627
XM_031516494.1,XP_031372354.1,LOC116187637
XM_031516495.1,XP_031372355.1,LOC116187638
XM_031516496.1,XP_031372356.1,LOC116187639
XM_031516497.1,XP_031372357.1,LOC116187640
XM_031516498.1,XP_031372358.1,LOC116187640
XM_031516499.1,XP_031372359.1,LOC116187640
XM_031516500.1,XP_031372360.1,LOC116187640
XM_031516501.1,XP_031372361.1,LOC116187641
XM_031516502.1,XP_031372362.1,LOC116187643
XM_031516503.1,XP_031372363.1,LOC116187644
XM_031516504.1,XP_031372364.1,LOC116187644
XM_031516505.1,XP_031372365.1,LOC116187645
XM_031516506.1,XP_031372366.1,LOC116187642
XM_031516507.1,XP_031372367.1,LOC116187646
XM_031516508.1,XP_031372368.1,LOC116187647
XM_031516509.1,XP_031372369.1,LOC116187648
XM_031516510.1,XP_031372370.1,LOC116187649
XM_031516511.1,XP_031372371.1,LOC116187650
XM_031516512.1,XP_031372372.1,LOC116187651
XM_031516513.1,XP_031372373.1,LOC116187652
XM_031516514.1,XP_031372374.1,LOC116187652
XM_031516515.1,XP_031372375.1,LOC116187652
XM_031516516.1,XP_031372376.1,LOC116187652
XM_031516517.1,XP_031372377.1,LOC116187654
XM_031516518.1,XP_031372378.1,LOC116187654
XM_031516519.1,XP_031372379.1,LOC116187653
XM_031516520.1,XP_031372380.1,LOC116187655
XM_031516521.1,XP_031372381.1,LOC116187656
XM_031516522.1,XP_031372382.1,LOC116187657
XM_031516523.1,XP_031372383.1,LOC116187658
XM_031516524.1,XP_031372384.1,LOC116187658
XM_031516525.1,XP_031372385.1,LOC116187659
XM_031516526.1,XP_031372386.1,LOC116187659
XM_031516527.1,XP_031372387.1,LOC116187598
XM_031516528.1,XP_031372388.1,LOC116187661
XM_031516529.1,XP_031372389.1,LOC116187661
